marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	49563255	R15HG14V8A1YLH	0767819594	104267530	Cruel Intentions [VHS]	Video	5	0	1	N	N	AMAZING!	I don't know what you negative-review people talk about! I have never seen Dangerous Liasions, but I really can't imagine as it was made a long time ago, that it is like THIS!. So why are you guys comparing these two movies  and just don't see them on their own? What I mean is that in the original  there are surely NO lesbians, NO homosexuals and certainly NO one saying :  That's an orgasm! You should see them on their own. Anyway, I don't know  much movies that make leave you sad, thinking and at the same time you are  laughing your a.. off!  The Plot itself is absolutely great and Sebastian's  change to a good guy is absolutely beliveable. The Actors absolutely  superb, just take Sarah Michelle Geller as the hot evil girl and Ryan  Phillipe as the most arrogant and ignorant person I have seen in a movie  for a long time. And if you compare his skills to Di Caprio: FORGET IT, HE  IS A REAL ACTOR THAT DOESN'T NEED A BUNCH OF TEEN GIRLS SCREAMING AFTER  HIM. I highly recommend this movie!	2000-06-20
US	49456195	R1QHDDUF05V1UP	6305903182	694156361	Scream 3 (Dimension Collector's Series)	Video DVD	5	1	2	N	N	Cool trilogy!	I loved Scream 3! The conclusion to a very clever horror flick is outstanding. Rent it people, rent it!	2000-07-10
US	49824832	R2U5I6OU1VAXU3	B000006TRV	518868881	The Wall	Music	3	4	16	N	N	Only a few good bricks...	It was really too easy to write an album about being lost and alone in a  busy mean world, so lyrical content deserves only 1 star.  <br />But WOW,  &quot;Run...&quot; and &quot;Comfortably Numb&quot; are two very good  tunes.  It is possible to REALLY enjoy this album if you rent and watch the  film first.  But one or two listens after that you will lose all  interest.<br />This is not worth $35.<br />You must open the door.  He only  knocks.<br />Out.	2000-09-19
US	51725486	R2OBR8H8TL4SRJ	B00004XONN	678427290	Kid A	Music	5	0	0	N	N	Man, this is tasty!	Well I think it's safe to say that this is the &quot;Kind of Blue&quot;(Miles Davis) of rock albums.  You hear so much praise of their &quot;OK Computer&quot; album but I think this one blows &quot;OK Computer&quot; out of the water.  This cd is fresh from cut one to the very last track with it's best piece being song #3, &quot;The National Anthem&quot;. If I could give more than 5 stars I would, this is easily 10 stars.	2000-10-07
US	49982095	R1C0GV6ZWTF7EQ	B00003CX8J	174597926	X-Men (Widescreen Edition)	Video DVD	5	1	2	N	N	This Movie ROCKS!	I didn't get to see X-men while it was in the theaters, so when my husband and I bought the DVD, I was worried about a little something I like to call &quot;Overhype Syndrome&quot;: you know, when everybody you know sees a movie before you do, and they all tell you how great it is, and by the time you see it, you're expecting great things, and when you don't get them, you're all let down and ready to hurt someone. Well, I've read every review, and visited the website, and all my friends have seen it, and I was definately expecting great things. And I got them. I got them all. Every expectation was met. Not too much bad dialog to clog up the flow of the story, no drawn out mush scenes dragging down the pace. It was great. Cyclops was the perfect uptight geek, Jean Grey was appropriately Goody-Goody, and the best part, Rebecca Romijn-Stamos didn't mess up her part by trying to act. Sure, there were things that didn't follow the comic book (Wolverine was a little tall, and Rogue had a real name, and Storm wasn't claustrophobic), but none of it really mattered. The only really major change was Magneto's origin, but that was to make his reasoning look like more than just pure evil. Anyway, the movie was AWESOME! If you haven't seen it yet, see it. If you don't own it, buy it!	2000-11-22
US	46048265	R3BIMJZ11XQU7S	B00004RHZU	554154562	Can't Take Me Home	Music	4	0	1	N	N	almost 5 stars	OK, i think this is a really good cd and that pink is cool, and you should definately buy this if you are a fan of destiny's child, tlc or janet jackson. but for me i wanted to hear some more dance songs, upbeat songs i can dance to (i love to dance!!!) there are only like 4 songs to dance to, &quot;hell wit ya&quot; &quot;there you go&quot; &quot;most girls&quot; and &quot;can't take me home.&quot; other than that though there are some love songs and her lyrics rocks.!	2001-04-11
US	45196936	R1RIA7KG4K6YXV	B000059HCI	194578547	Requiem for a Dream [VHS]	Video	5	1	5	N	N	the MUST see movie	amazing, too beautiful, the best film I've ever seen in my life. this movie is about true love...	2001-04-20
US	51946563	R2JSTBD1MZUZUN	0767821769	318420937	Stepmom	Video DVD	3	1	1	N	N	E M O T I O N A L Faces!	Before I start describing how good the movie was, I want to stop at both actors Julia Roberts and Ed Harris. If they are put in a silent movie, of no words and not even subtitles, they can make the film emotionally rich just by their facial expressions! I mean, you easily fall in love with those two actors because of their emotional faces and eyes.<br />The is a light movie, that all family can enjoy watching together. It's based on emotional conflict between a family with two kids and a stepmom (Julia Roberts). In this movie you'll enjoy the emotional driven laughs and tears all the way until the end.<br />One of the things that you'll enjoy most in this film is that you'll enjoy your life better and appreciate more many things in your life that you have taken for granted.<br />THIS IS A MUST SEE FOR ALL FANS of Julia Roberts and Ed Harris. And if you loved this movie you'll love more Julia Roberts' movie &quot;My Best Friend Wedding&quot;.	2001-05-20
US	43885696	R119MZGSDBGVUH	0060392886	8442482	The Dirt: Confessions of the World's Most Notorious Rock Band	Books	5	1	1	N	N	A true Rock N Roll band!	This band has done it all and the book captures everything. I knew they did a lot of crazy things, but in the Dirt you will find out you knew nothing really! These guys were crazy and the Ultimate Rock N Roll band as they had all the girls, did all the drugs and have all the scars.	2001-05-28
US	43239990	R3USKR1L1LKLS2	B0000025CP	362590751	Stained Class	Music	5	2	2	N	N	Better than Sad Wings-Wow	The biggest improvement on this one is the sound.Im not sure if they changed their sound or if it was produced differently.Either way a much more solid package.Lots of great songs although you wont see them on a Best Of compilation.Sinner,Better than you,Saints in Hell,Beyond the Realms, and Savage are excellent material.Many of the songs feature changing rhythms.A definite plus.No monotny here.Someone else mentioned that Saints in Hell sounds like it belongs on a Mercyful Fate album.Very true.I wonder if Priest had some influence on Fate.Anyway, great song.What can be said about the solo on Realms.Favorite part of the song.This cd is probably the best material overall as far as lyrics,rhythms, and of course sound.	2001-07-07
US	45883332	R10SB62XFJUXLG	B00004Z459	262600610	Hybrid Theory	Music	5	0	0	N	N	BEST CD EVER!!!!	I MUST ADMIT I BOUGHT THE CD FOR THE SONG CRAWLING I THOUGHT<BR>THIS SONG ALONE IS SO GREAT THAT IF ITS THE ONLY GOOD SONG ITS<BR>STILL WORTH THE MONEY BUT BOOM WHAT A SUPRISE ALL THE SONGS ARE<BR>AMAZING JUST PLAY IT AND DONT SKIP ANY TRACK ITS INCREDIBLE CD<BR>CANT EXPLAIN IT WITH WORDS YOU MUST LISTEN!!!	2001-09-12
US	44591730	R33G5TBI7ZWDR4	0679805273	689067271	Oh, the Places You'll Go!  	Books	5	2	3	N	N	My Grandson loves this book. -dlb	It has a message for adults as well.	2001-10-19
US	45083948	R1GKPXLOW4MRQI	B000002LRX	143353260	Angel Dust	Music	5	1	2	N	N	Legendary album from a legendary band	I have read many a review on this site but have never really got around to writing one for myself as it is difficult to put this album into words. However, after reading so many other reviews by fans who worship this album, I realised that I just had to put in my two cents.<BR>Firstly, I had no idea that so many people love this album. In a world where unoriginal tripe is lapped up by the masses, its refreshing to know that there are still people who know a quality album when they hear it. Aah.<br />'Angel Dust' is a great eclectic mix of everything, with that great Faith No More twist. The three singles, 'Midlife Crisis', 'Everything's Ruined' and 'A Small Victory' are three undescribable, uncatergorizable songs. They are well worth the money alone. There are some harder songs, like 'Jizzlobber', 'Caffeine' and 'Malpractice', the latter being very reminiscent of Mr.Bungle (loaded with samples and tempo changes). 'Land of Sunshine' is a great track to sing along to and contains the most sarcastic lyrics in the history of mankind. 'Crack Hitler' is a totally funky tune with a twist in the middle (those who own the album will know what I mean). 'RV' is a good take on music, but sadly Mike's monologue ruins the subtlety of the joke. Excellent chorus and bridge though. <BR>As a bassist, I find this album is very impressive, especially in 'Land of Sunshine' (bass plays the main riff) and 'Kindergarten' (bass solo!). It also uses things that you would not normally hear in 'alternative rock' songs, like african chanting ('Smaller and Smaller'), cheerleading chants ('Be Aggressive') and horror violins ('Jizzlobber' - you'll know what I mean when you hear it). And, unlike other bands who try and do that sort of thing and fail miserably, these work really well.<BR>The final thing I have to say is that I usually hate it when bands put covers on albums. However, it is again different on 'Angel Dust'. 'Midnight Cowboy' offers a nice antidote after the frenetic 'Jizzlobber', andtheir version of 'Easy' (if you own the version tha has it) has become so well known that it is almost their own. Sorry to ramble, but this album is so good... It may take afew listenings to get used to, but it is worth it.	2001-10-25
US	52193100	R13KU4HROTPOL9	0385505833	999720718	Skipping Christmas: A Novel	Books	4	0	0	N	N	a nice quick read	I thought the book was funny and a very nice read. It's only 177 pages and I was able to read it over the weekend. It's one of those books you start and can't stop. Very enjoyable.	2001-12-04
US	38027184	R2F0VWJIVLJQJU	B00000DGUG	804502931	Supposed Former Infatuation Junkie	Music	5	0	0	N	N	Musical Bliss	I love this woman as well as this album.  The music on this cd is very appealing in my opinion.  Her lyrics are very uplifting and touching in a physical and spiritual sense.  I like all the songs on the cd, my favorites are Baba, Sympathetic Character, Would Not Come and That I Would Be Good.  I think this is a cd for any music lover.	2002-02-11
US	48752977	R10TYD0M0BAD5S	B00000JQFM	422027365	Surfing With The Alien	Music	1	6	44	N	N	BORING	"granted a very \\\\\"skilled\\\\\" guitarist but i cant appreciate the melodies the playing or anything about the songs. this cd [is bad]. maybe he should learn to not play the guitar. he doesnt seem to understand the concept of silence which is as crucial to a good song as the notes are. there will always be guitar players that rely on flash to win over an audience and this is definitely one of them. put this in the trash..."	2002-02-27
US	52914132	R1NTGN4ZKR2MSC	0140157352	307913571	Getting to Yes: Negotiating Agreement Without Giving In	Books	5	1	1	N	Y	It is small, practical and it makes a lot of sense.	"The authors present a clear methodology for any kind of negotiation. I liked the book in that it has just the right amount of explanation for every topic. The presentation is clear and concise. <BR>It is not only the way it is written, but the methodology really works. I found myself using its principles (\\\\\"Being soft on the people and hard on the problem\\\\\") with great results, even before I had finished the book!<BR>I truly recommend it. It is a mind opener for all of us with no previous knowledge on negotiation."	2002-05-28
US	41881324	R3022DFOL12WG5	B00005OAIE	382482612	Room for Squares	Music	5	0	2	N	N	A Surprise Hit!	The CD surprised me and surpassed all of my expectations. It will make you laugh, cry and dance. It's jazzy and folksy. Each song tells a story that I could relate to. <br />I LOVE, LOVE, LOVE &quot;No Such Thing&quot;--I see why it's a hit. The cut, &quot;Why Georgia&quot; brings tears every time I hear it. &quot;My Stupid Mouth&quot; is fun. &quot;Wonderland&quot; makes you want to snuggle with somebody. &quot;83&quot; is another smash--makes you remember the good ole days. And &quot;Love Song for No One&quot;--I feel you, John.<br />I usually by jazz. But John's voice, the instrumentation the whole thing is awesome. And he's soooo CUTE! John, marry me!	2002-09-17
US	50358345	R2E34P80HOG01E	B000002I27	986893589	Strange Days	Music	5	4	4	N	N	Great range and emotional flexibility	"This is one of my favorite Doors albums. The songs have a distinct sixties sound and are fantastic. What impresses me most with the Doors is their astonishing array of tunes. As a singer, I always thought Jim was great, mostly due to his tremendous range and emotional flexibility. On the title track, \\\\\"Strange Days,\\\\\" Jim conjures that haunting Goth sound that I love. Then comes \\\\\"You're Lost Little Girl,\\\\\" which is an evocative ballad that offers no resolution except the refrain \\\\\"I think that you know what to do...\\\\\" Next comes \\\\\"Love Me Two Times;\\\\\" one of my favorite blues songs by the band. Horse Latitudes is a great experimental piece that is a protracted and passionate poetry reading set to loud and stormy impressionistic sounds. The lines \\\\\"Poise, Delicate, Pause, Consent, In mute nostril agony\\\\\" to describe the horses laboriously making their way through the water is typical Jim in his creative glory. Then comes \\\\\"Moonlight Drive\\\\\" a great youthful and exploratory piece that shows Jim's dreamy and romantic side. But as is typical of Jim, there is always an edge in his brand of romantic crooning (if we can even call it that!). He sings, \\\\\"You reach your hand to hold me, but I can't be your guide.\\\\\" I love the way he always inserts that twist to whatever he's contemplating. \\\\\"People Are Strange\\\\\" is Jim's great exploration of alienation. \\\\\"My Eyes have See You\\\\\" has a great sixties rocking sound to it. \\\\\"I Can't See Your Face In My Mind\\\\\" is a real mysterious and sensual ballad. \\\\\"When the Music Is Over\\\\\" is another great protracted tune that has a hard and sensual beat. Wow! What an album! The music is classic, and John, Robbie and Ray are brilliant musicians who always play at their best. All music reviews are subjective, and I'm sure there are those who may not share my tastes. But all in all, this is an album with range and emotional flexibility on which I'm sure any Doors fan can find a song that they like. This is definitely one of my favorite Doors albums."	2002-09-26
US	34303399	RUN09Y66LKM5H	6304493681	938491193	Ghost In The Shell: Movie	Video DVD	5	0	0	N	N	A must have for any otaku or cyberpunk fan	The effects in this movie will blow your mind, and this isn't just one of those &quot;blow up anything that moves&quot; type anime.This will actually make you stop and think when you finish watching it.	2002-10-03
US	53029848	R1O58NUR954YRB	0316666343	784206304	The Lovely Bones	Books	2	0	0	N	Y	Not Very Convincing -- or Satisfying...	"I didn't know what to expect but, while I found \\\\\"The Lovely Bones\\\\\" just (barely) engaging enough to finish the book, I kept hoping for more and the last part of the book was especially disappointing.  It isn't a challenging piece of work and, while it may be a \\\\\"...page-turner...\\\\\" for some, it definitely is not \\\\\"...in the vein of 'To Kill a Mockingbird'...\\\\\" (as described on the back of the jacket)."	2002-11-10
US	50423659	R3NT0H5HD6MSKR	B00005AQGH	745948662	The 7 Day Theory (Explicit)	Music	5	3	3	N	N	Intense, passionate, angry, uplifting, brilliant.....	"Those are just a few words that describe 2Pac's 6th and final album he had hands on. This album became the subject of controversy not only for its content, but for the time it came out: for it was released just 2 months after Pac's death. All of Pac's first 6 albums are brilliant in their own way, but this final album was phrophetic and haunting, and culminating in what many consider to be his best work ever. Lyrically, this is his most advanced album. His wordplay was getting stronger, and he was developing into a true MC. His subject matter was increasing, and the intensity and passion in his voice was louder than ever. In some songs, he is almost screaming, making you feel his pain [see his second verse in Hold Ya Head for a good example]. It has the uplifting spirit of his other classic album, Me Against The World, and the intensity of All Eyez On Me [but to an even greater degree].<br />However, it wasnt just the fact he was improving so rapidly from album to album. It was the evolution from his debut album to this one. When 2Pacalypse Now came out, his charisma and power was already in place, but he was a mere political rapper....5 albums later, he was a PHROPHET. The album starts off with the intro of a news reporter talking about the east/west coast war, which was at the boiling point during this albums making. It goes right into Bomb First, one of his most angry and energetic tracks ever. He calls out various east coast artists here, and it is apparant things were getting out of hand. Pac kept it diverse though, not letting his beef with Biggie and the east coast consume him.  Alot of people call this a \\\\\"war\\\\\" album, but there are is in fact only one true diss song on the entire album [Against All Odds], though he does make some minor disses in Toss It Up and at the end of To Live And Die In LA. Hail Mary is one of his deepest songs ever, and is one of the many mysterious songs on this album. Many of the lyrics have double meanings, and there are several clues which have made people think he was still alive [Im pretty sure he is dead, but that is another topic I wont get into right now]. Blasphemy, one of his best songs ever, is one of these. In this track, Pac gets deep, REAL deep. He speaks on religion, thug life, and God himself in this song. Just Like Daddy is his usual song for the ladies....White Manz World is probably his most political track since anything he did on Strictly 4 My Niggaz, a powerful composition of racism and oppression. Hold Ya Head is a similiar song, but made for important political figures he feels should be free. The most personal song on the album is Krazy. This has almost a Dear Mama type feel to it, but with a twist. Toss It Up and To Live In Die In LA are more commercial, but are great songs nevertheless, and round out the album well. Less noticable is Life Of An Outlaw, which is a good song, but probably belongs on the All Eyez On Me cd. Pac was getting more advanced conceptually as well. Me And My Girlfriend is the rawest song on the album, a tale about a man and his relationship with a gun, described as a woman in metaphoric form. The dialouge with the lady shouting and the dark beat add to the effect of the song. The album is ended with what is probably his greatest diss song ever, Against All Odds, where he pulls almost everyone's card, from Puffy to the agent who set him up, to Nas. Its hard to choose a fav song on this record, because all of them are pure genius, but Hail Mary, Blasphemy, Me And My Girlfriend, and Krazy stand as four of his best penned songs ever.<br />This is not only an essential 2Pac album, but an essential hip hop album. Though All Eyez On Me is probably his most popular album, and a classic in its own right, this cd stands as his true gem. The way the album is structured, the amazing production WITHOUT any big name producers, and his elevated lyricism and song writing certified him as a hip hop phrophet, and one of the greatest artists of our time. This cd displays every side of Pac imaginable, and is his most thought provoking and intense album to date. If you dont have this album, what are you waiting for?? Stop reading this review and go and buy the damn thing.....we will never see another album like this again. Pac truly outdid himself [and his competition] with this masterpiece. This is as close to flawless as an album can get."	2002-12-24
US	32249833	R24EOVT4YMCTDQ	6304779356	959401638	The Lost Boys	Video DVD	5	2	4	N	N	It's Fun To Be A Vampire	The Lost Boys shows me something different every time I watch it.  Perhaps I was oblivipus my first time out, perhaps TNT cut portions, or perhaps it really is that myriad.<BR>There is so much that can be said about detail in this film, tiny little cues that spin your perception of the story in wholly different directions than it has ever gone before.<BR>The elated grin on Star's face as she presses against David in the race scene, the tiny scrap of Beauty Has Her Way as the black clad vampire leader watches her return to him, and even the Echo and the Bunnymen poster on Sam's wall (not to mentions millions of other tiny details) all aid in a new sense of scope as slowly you take them in.<br />What's more, there are the upper, superficial layers of the film to revel in.  Just sit back and relax while the abject sillyness of the Coreys makes your gut hurt with suppressed laughter, enjoy the (apparent) absolute mindlessness of the fight scene, and try not to be nauseated during the feeding(unrealistic? yes.  evocative of more gory images?  also yes.)<br />The last (I swear, the last) comment I absolutely must make follows:<BR>The Lost Boys is an incredibly easy movie to feel.  Not that it is emotionally trying in any real way, bt in that there is something more than tangible, perhaps even more than visceral about the film.  The plot is believable, not in that I believe in the supernatural, but that in many (if not all:  note the Frog brothers) of the characters respond to stimuli presented in such an absolutely honest way that it worries one.  Are there vampires right down the block?  The howling motorcycles, the missing persons flyers, the predominance of odd people in my neighbourhood - am I living in an haven for the undead?  Even the most rational people could easily find themselves looking over their shoulders when walking the dog after dark.  Especially people who live as close to Greenwich Village as I do, pardon the phrasing but that place must be crawling with vamps!	2003-02-02
US	51073790	R300K900DZ7UYV	B00005JKN9	960029188	Gangs of New York (Two-Disc Collector's Edition)	Video DVD	2	0	13	N	N	Not what I expected from Scorsese	"I've been a great fan of Scorsese's films, and I appreciate how deep he go into his films to portray a certain story in the past. However, \\\\\"Gangs of New York\\\\\" is not about NYC's past, or history, is about a family feud between two misfits who fight for the same reasons that every current war derives, including Mr. Bush's. Well, I think for this period of time is a political correct movie, but for someone who gave us \\\\\"Taxi Driver\\\\\", \\\\\"Mean Streets\\\\\", \\\\\"Last Temptation of Christ\\\\\", \\\\\"Goodfellas\\\\\", \\\\\"The end of Innocence\\\\\", among others, is definitly a step back, just like or current world."	2003-06-14
US	35781567	R2N1EQRB9IWA4J	1577311523	155458601	The Power of Now: A Guide to Spiritual Enlightenment	Books	5	8	8	N	N	One of the best and most articulate books on the subject	"For those that are looking for something new and original in this book or indeed from life itself, WHY? WHY? Because the NOW is NEVER good enough. There's still something out there that can make you make happy, or more happy; some future insight, event, book, course, seminar, experience, person, whatever. This is our suffering. Everything we want belongs to the FUTURE; everything we have is in the NOW. The two are unbridgeable. Between the two is the gap where we suffer. Can you honestly say you do not suffer, that you are not grasping, hoping, expecting, clinging, wanting or needing something to change your life for the better? Even if we feel happy, we still need to tweak our lives until it's better still. Mr Tolle shows us that these are all mind games, that once we go someway toward understanding the nature of mind, we understand not only ourselves and our problems a little better, but the whole world and all its problems, because the whole world is simply a mirror of you and me. I am the world multiplied six billion times. It is nothing but a huge projection of myself. The world does not exist outside of our minds.<br />All the masters and mystics say the same thing for sure, but Mr Tolle, for me anyway, is one of the most articulate. Although having spent a little while on the journey to freedom, this book opened up new levels of understanding which I hand't grasped before from other sources. Do not be fooled by its simplicity. You don't know anything until you \\\\\"know\\\\\" existentially. As I read this book more and more, I am realizing I know less and less. This is what this book can do for you - empy your mind of past conditionings. It's that good! <br />Other excellent books you might want to check out that perhaps for me layed the grounding in understanding this book are: \\\\\"Loving What Is\\\\\" by Byron Katie, and \\\\\"Nothing\\\\\" by Jim Sloman, found on Mayyoubehappy.com. Check out Osho too for his immense clarity on every subject under the sun. Ignore the controversy, focus on his wisdom."	2003-06-18
US	52543239	R3MA13HP1TXTED	B000067CQK	725166401	Ziggy Stardust: 30th Anniversary	Music	3	149	160	N	N	Great album, but poorly planned, rip-off reissue	"Wow. 3-stars for Ziggy Stardust? Let me emphasize something right from the start: 3-stars is not indicative of my feelings towards the music contained on this set. Ziggy is a classic album, and deserves that status. In fact, in deserves far more than is offered in this poorly planned, shoddy two-disc \\\\\"30th Anniversary Edition\\\\\" offered from EMI.<br />Ziggy Stardust has been reissued countless times on CD in the past 15 years. In fact, let's take an inventory. There was the original, from-second-generation-tapes-but-unprocessed RCA disc that's currently having something of a critical renaissance. There was the original Rykodisc issue which came with bonus tracks. There was the anniversary Ryko box, with the same disc but a great box/booklet (far nicer than the one in this 30th Anniversary volume, and packaged much better to boot). Then there was the gold, Au20 series disc issued by Rykodisc (remastered again), and then in 1999 the Virgin reissue of the disc, which deleted the bonus tracks. And then this. While not publicized quite as much, it seems as if David might be competing with Hendrix or Elvis for \\\\\"most endlessly reissued album\\\\\" in this particular case.<br />So, uh, what do we have here, then? Well, we've got a two-disc set, held together by some *very* fragile packaging (the booklet seems almost designed to fall apart!). The main set is remastered again (although not very well...we'll get to that in a moment), and is supplemented by a second disc of bonus tracks.<br />Unfortunately, the iteration of \\\\\"Ziggy\\\\\" here is, I dare to say, the worst version on CD. The sound is slightly muddier than the already-overcompressed Virgin CD, but that isn't the main problem. What *is* a problem is the fact that the stereo channels of the album are reversed and intros to two songs (the acoustic segue between Ziggy and Suffragette City and the count-in to Hang On To Yourself) are missing. Missing. Inexcusable, and it's unfathomable that of all issues of the album, it's the \\\\\"milestone\\\\\" 30th anniversary set that's botched. <br />And the bonus tracks? Not only could they fit on the first disc--which, in current record company logic, would probably knock the price down a few notches--they've almost all been released before, mostly on the Ryko edition. There's nothing revelatory here, and although it's certainly nice to have these selections in print again, one must wonder why more effort wasn't expended in getting some nice, *really* never-been-heard-before vault tracks.<br />The verdict? If you absolutely, positively have never heard Ziggy before...well, don't buy this, as it's the only version on disc to actually make mistakes representing the original work. Track down the Ryko editions if you want bonus tracks, or grab the single-disc version (which really isn't all that bad) or--gasp--the RCA if you're so inclined. This set is for collectors, plain and simple."	2003-07-04
US	50951349	R1VT5DQGJMWSX1	B0000A14WB	668206727	Pet Sounds	Music	3	3	6	N	N	5 stars for music, 3 for DVD-Audio release	What a disappointment is the new DVD-Audio version of this classic.  I had been looking forward to it for sometime, only to find that it's not much of an improvement over the much cheaper 1996 CD release (which includes both the original mono and new stereo mixes of all tracks).  Sadly, I  must recommend sticking with the CD...	2003-07-29
