marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	24843013	R1D1E7PNKQXTF9	B00AN1UNPS	184547499	Psion Delta (Psion series #3)	Digital_Ebook_Purchase	4	2	4	N	Y	Captivating Book with Flaws	I loved the first two Psion books and probably finished them in three days or less. With this book, I was equally captivated but also slightly disappointed. I throughly enjoyed the book despite its shortcomings, which is why I gave it as many stars as I did. Psion Delta launches into a scenario that is obviously leading to a minor plot twist and I was kind of disappointed with the apparent lack of effort to deceive or suprise the reader in any way. Even the biggest plot twist in the story was foreshadowed over and over and even in the previous book. In addition, I feel the author reuses plot pieces from the previous books. Despite this, Delta does still feel original and was an amusing read.	2012-12-14
US	41377079	R102SPI4DVIZ3J	B006X7PIJM	849073845	The Mule Tamer	Digital_Ebook_Purchase	5	1	1	N	Y	Great	This is the first of this series and I have read then all. I love the way he writes and hope he can continue the series	2012-12-12
US	12278299	R35KHCCHCYVVGX	B00AK21VG0	732294157	Revolution Love	Digital_Ebook_Purchase	5	1	1	N	Y	Love it!	Challenging and practical, this book will change the way you look at the world around you. Easy to purchase and read on any device you can get the kindle app for.	2012-12-09
US	13652513	R212NPPM4LW1AO	B00AF27EIY	281845826	How We Cured Our Colds in One Day	Digital_Ebook_Purchase	1	2	3	N	Y	Don't Waste Your Time	I would give this 0 stars if possible.  All it is is a product ad.  I have not tried the product but I bet it's no miracle cure.	2012-12-07
US	44794712	R3591DNL2W3YBM	B006ZTBJDM	400416121	The Cat Manual	Digital_Ebook_Purchase	5	0	0	N	N	Aww	The vet chapter was the best. This book was very enjoyable, even if you aren't a cat person.  Great author, human and feline!	2012-12-07
US	8270223	R3SDFDQ3DG6XCU	B007IPMCC4	130028600	Orangey the Goldfish (Book 1)	Digital_Ebook_Purchase	5	0	0	N	Y	"Orangey!!!!\"!!"	This book is a fun enjoyable book! If you ever want to just read a short book or read to a little kid then this is the book for you!!!!!!!	2012-12-06
US	36380957	RKPTXGUAYGJR3	B004NIFT3S	658524247	Freemasonry Before King Solomon's Temple	Digital_Ebook_Purchase	5	0	0	N	N	Knowledgeable Author.	In full disclosure, I know the author Robert Kaltenbach.<br /><br />I have had the pleasure of personally taking Robert's course. Robert isn't here just to make a sale, if you have any questions after reading his book, he welcomes you to contact him by email with any questions.	2012-12-04
US	27285043	R3RZXA4R1ZE6QD	B004ULORYU	604555307	Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series)	Digital_Ebook_Purchase	5	0	1	N	Y	Killing History	This is one of the best books I have ever read.  It gives you insight to Lincoln showing his concern to keep the U.S. together and his empathy towards those unjustly made slaves.  It further explains the killing of Lincoln and the love people had for him.	2012-12-04
US	11795137	R1MJDI8Y8O0SCB	B00A29CA0M	108737392	The Better to Bite	Digital_Ebook_Purchase	3	1	1	N	N	This book has really surprised me	"3.5Stars<br />Reviewed by SUZANNE & posted at Under the Covers Book Blog<br /><br />This book has really surprised me and although I am not a YA convert, I will grab the next book in this series, once it got going it was fast paced and had teenage characters that I didn't want to punch in the face, WIN! ~ Under the Covers<br /><br />Anne Lambert has moved with her dad from her home in Chicago to a small town called Haven, but is Haven any safer than Chicago? More people then there should be keep going missing and Haven is a town full of secrets and monsters, but then Anna has secrets of her own...<br /><br />Young Adult books and me aren't the best of buds, they sit there looking all pretty on the shelf and I admit I sneer \\\\\"Just one more Twilight rip off; as if the first one wasn't bad enough,\\\\\" but I decided to give The Better to Bite a chance and I refuse to believe this was because I was enticed by the pretty cover (I probably was). Now that I have finished it, I am glad I gave this book a chance, although it may not be something that I would usually read, I still enjoyed it.<br /><br />Although I did like it, it did take a while for it to warm up for me and it took me a while to warm up to Anna, I admit at first she irritated me; however, like a rash she grew on me. What kept me hooked on The Better to Bite was the mystery of the town of Haven, although some parts weren't exactly a mystery I still found the story behind the town interesting and the mystery of Anna's mother will keep me reading to the next book.<br /><br />But, as this is a YA  of course there is the much used and abused love triangle between Anna and two hot guys from her school each with a secret of their own, their is Brent of the All American good lucks and seemingly nice guy and Rafe the dark haired and dangerous bad boy, I am team Rafe all the way. I hope Eden doesn't stretch the love triangle to the max and Anna choose (Rafe) quickly.<br /><br />This book has really surprised me and although I am not a YA convert, I will grab the next book in this series, once it got going it was fast paced and had teenage characters that I didn't want to punch in the face, WIN!<br /><br />*Review copy provided by authorh I am not a YA convert, I will grab the next book in this series, once it got going it was fast paced and had teenage characters that I didn't want to punch in the face, WIN!<br /><br />*Review copy provided by author"	2012-12-04
US	18437254	R3MVVMSQBASI2J	B002MQYOFW	245449872	The Hunger Games (Hunger Games Trilogy, Book 1)	Digital_Ebook_Purchase	5	0	0	N	N	great book	Great book. Took me a while to finally sit and read it but I am glad that I finally did.	2012-12-03
US	36569548	R3RDK6Q0Z9L5XX	B008C84HH4	39517125	Lucretia and the Kroons (Kindle Single)	Digital_Ebook_Purchase	4	0	0	N	N	Sad, scary, and wonderful ...	[[ASIN:B008C84HH4 Lucretia and the Kroons (Kindle Single)]] is a novella with all the punch of a full-length novel.  It's not often that authors write about children dealing with their friends' deaths, but Victor LaValle is not afraid.<br /><br />Lucretia's best friend, Sunny, suffers from an illness (probably cancer) that has slowly taken her away from her friend.  Treatment and medication have rendered her almost unrecognizable, but still Lucretia remains faithful.  Then comes the day when Sunny disappears and Lucretia finds herself on a mad and frightening and marvelous adventure into the unknown with only a mysterious and monstrous woman as her guide.<br /><br />I very much enjoyed this book.  It was sweet and genuine and scared the pants off of me.  Mr. LaValle has a great way with words and storytelling and opens a big picture window for his readers and characters to step through.  Wonderful read and appropriate for middle grade kids and all of us older kids who aren't easily frightened or just love to be scared!	2012-12-03
US	13061603	R2MBKKRH9G7WVN	B00A88K82Y	796262064	Big Girls Do It Married (Book 5)	Digital_Ebook_Purchase	5	0	1	N	Y	Tying the Knot Big Girl Style	Anna has finally hits her crossroads...Jeff wants her; body,soul and heart. BUT Chase still wants Anna and in a last ditch attempt tries to win back her heart.<br /><br />Jeff shows Anna in all forms just how much he loves her - and what he offers will leave you swooning!<br /><br />Anna knows where her heart belongs...and she follows it all the way to the alter.<br /><br />A gorgeous full length novel complete with lots of love, laughter and TONS OF LUST!!! A happy ending you don't want to miss!	2012-12-02
US	40455974	RYA2ZPYN02FDW	B002BOQMAK	102149219	The Science of God: The Convergence of Scientific and Biblical Wisdom	Digital_Ebook_Purchase	5	0	1	N	Y	Answers questions	This book does a great job of resolving the apparent but no longer relevant disputes between science and the Bible. The material in this book will challenge your preconceptions regardless of which direction you come from at the start. It uses scientific data and evidence to prove that they are both right.	2012-12-01
US	14196473	R1S1J8HK9FEUCF	B0033V4SEM	897447105	The Elusive Orgasm	Digital_Ebook_Purchase	5	7	12	N	N	Worked for me!	This is a thorough book covering the how-come-I-can'ts and the how-tos of having an orgasm. It is very apparent that Dr. Cass is knowledgeable in her field of sex therapy and psychology. She pointed out things that had me feel better about myself, clear the negative internal conversation and enjoy the sensations in my body, hence, orgasm.  A beautiful dvd visual I found to pair with this book, especially in the areas of feeling good about my body and expanding my mind about orgasm, is [[ASIN:B007KDKH76 A Guide to Your Orgasm]].  I highly recommend both.	2012-12-01
US	9981107	R1PJE4FAGHBR1N	B007P6CT9M	7387182	No Remorse (Heart of a Wolf Book 1)	Digital_Ebook_Purchase	4	1	1	N	Y	A Werewolf with a Different Tale.	No Remorse is a great debut novel. I actually read Ms Bast's other novel, Werewolf Bound, first and loved it so I was excited to read this one too. I wasn't disappointed at all. It's not your normal werewolf book. Amber is special--she has abilities that most werewolves don't possess. No Remorse is written in third person omniscient, so we get to see a lot of the different characters POVs without switching scenes, which is sometimes hard for me to follow, but I still enjoyed the story very much. I can't wait to read some of Ms. Bast's novels, including her new young adult, Realm of Secrets, another Heart of a Wolf novel, Shadoh's Tale. This book was given to me by the author for an honest review.	2012-12-01
US	25871021	R9BGPJ9OYQQLH	B0084ZZC1A	435322774	Straight from the Hip (Lone Star Sisters Book 3)	Digital_Ebook_Purchase	5	0	0	N	Y	Great Reading	I loved reading every one of these books in this series.  Very fun and cute.  I wish there were more to the series.	2012-11-29
US	52851102	RHFLWRPQ6NS17	B007O2M0YQ	103957862	Adulation	Digital_Ebook_Purchase	4	1	2	N	Y	A good read	Interesting characters, I liked it. It was a good read, entertaining not smutty and the characters were engaging. I'd recommend it.	2012-11-27
US	29309142	R166YLVYR158JW	B007THA4FI	165338194	The Casual Vacancy	Digital_Ebook_Purchase	3	0	2	N	Y	Started out slow and got better as I read.	I don't usually care that much for stories set in London, but this one did get to me after a few chapters. More of a charactor study than I would have thought.	2012-11-26
US	43689329	R2TVVUGBU0C2R3	B000SEKGSO	286740488	The 47th Samurai: A Bob Lee Swagger Novel (Bob Lee Swagger Novels)	Digital_Ebook_Purchase	5	0	0	N	Y	The 47th Samurai	Another well-researched novel by Stephen Hunter. Bob Lee is at it again. This time honor and duty take him on an unforgettable adventure into Japan's culture and sub-culture. Loved the book. Another five-star action adventure!	2012-11-26
US	49807667	R342UXH9EREYTA	B007TBZ63Y	124225612	The Mark of Athena (The Heroes of Olympus, Book 3)	Digital_Ebook_Purchase	4	0	0	N	Y	The Mark of Athena	A continuation of the series, it is a good book that wonderfully melds the Percy Jackson series to this one. Good action sequences and a must read for followers of this series.	2012-11-24
US	50289523	R309C7KMS2TLO4	B004YDL2CY	818442828	The Mote in God's Eye (Mote Series Book 1)	Digital_Ebook_Purchase	5	1	1	N	Y	The Mote in God's Eye	I read The Mote In God's Eye many years ago, but had completely forgotten the story line.  Upon rereading, I have to say that it is probably THE BEST &#34;first alien contact&#34; book ever written, and I have been reading sci-fi for over 60 years!	2012-11-24
US	44281373	REB7XSGETS459	B0084TSKJC	285485524	Cruce de Caminos	Digital_Ebook_Purchase	5	0	0	N	N	Spellbound :)	"This is not a romance. This is something even better.<br /><br />I didn't know what I was getting myself into when I started this, but it held me spellbound from start to finish. The writing was top-notch and the story itself... more than a bit creepy. And I absolutely loved it!<br />I would recommend listening to Niyaz while reading this - for me it was a match made in heaven, especially \\\\\"Dunya\\\\\" and \\\\\"Iman\\\\\" - they made the one so-called sex scene so surreal I couldn't even blink while reading it. Just so perfect and out of this world... an incredible experience.<br /><br />Definitely recommend it for the perfect little paranormal horror story that it is."	2012-11-22
US	13148826	R2MH9X0ZV1XN3K	B005BYPLPE	186215279	The Rock Star's Daughter (The Treadwell Academy Novels Book 1)	Digital_Ebook_Purchase	3	0	0	N	Y	Great teenage read	Highly recommended for teenage girls or adult wanting a lightish read and can remember their teen years. G rated so all good from that aspect (no 50 shades here!!).	2012-11-20
US	16313348	R2QWNB4NW9PFMI	B007Z0ODCY	275354073	Barely Breathing (The Breathing Series #2)	Digital_Ebook_Purchase	5	0	0	N	Y	GREAT BOOK	I loved this book.  Was anxious to see how this could have happened after reading the first book..reason to breathe.  It was so sad to see how human beings can actually act but inspiring to see how they as well can rise above so much.	2012-11-17
US	50952442	R1C14MYEWLMRUZ	B00918ALA6	602686935	Mercury Begins	Digital_Ebook_Purchase	4	0	0	N	Y	Rome was not built in a day, it took a Greek sack...	I read this twice. The first time I just plowed through in one sitting and thought it was just okay. I really liked the concept and knew there was a whole series of Mercury books that all sounded interesting so I read it again only slower and then I thought it was genius. It is funny but if you pay attention and don't just blaze through it you will catch subtle miscommunications between characters and nuanced dialogue that will be buried and almost hidden in the text that will be very humorous. There are characters in the background doing things while main characters are talking that will make you laugh. It draws its influence from Douglas Adams to be sure and is remaniscant of Terry Pratchett and Monty Python. It is satirecal and irreverent, clever and funny, and yes just a little bit insightful. I am looking forward to the whole series.	2012-11-16
US	14182146	R1RIJH7NSEQ521	B008XL12IW	538917014	Flight (The Crescent Chronicles Book 1)	Digital_Ebook_Purchase	5	1	2	N	N	loved it	I loved this story, wish there was more. I did not want to put it down or let it end.	2012-11-16
US	30850565	R24I7KC738VWFZ	B00A88KHYI	636530668	John McAfee's Last Stand (Kindle Single)	Digital_Ebook_Purchase	5	18	20	N	Y	Fascinating read	I could not stop reading this fascinating glimpse inside a story that is currently unfolding before our eyes on an hourly basis. Based on numerous exclusive interviews conducted by the author--many of them conducted on-site in Belize--the author introduces us to a motley crew of interesting characters that McAfee has surrounded himself with. With respect to McAfee himself, the author does a great job portraying a complex man in a fair and accurate way. This is a must read for anyone who wants to understand how McAfee went from software tycoon to fugitive.	2012-11-16
US	15763903	R3QO8G5KKJR3EA	B0065QWNNA	631907939	Open Season (Joe Gunther #1) (Joe Gunther Mysteries)	Digital_Ebook_Purchase	5	0	0	N	Y	Open Season by Archer Mayor	This was the first book about Joe Gunther by Archer Mayor, It is very well developed and he successfully introduces and developes all the main characters of this series of books. A police procedural, it develops the story with many mysteries waiting to be answered.<br />I would highly recommend it to mystery fans.	2012-11-15
US	42073732	R1KED09JV6SW8U	B00359FHZ6	908005472	Seven Days From Sunday (An MP-5 CIA Series Thriller Book 1)	Digital_Ebook_Purchase	5	1	1	N	Y	EXCELLENT!	I feel like I am watching a movie right before my eyes. Is there a movie out for this book? The book was very detailed, descriptive and full of suspense. A must read.	2012-11-14
US	28980949	R3PLPOFFCRZ8SI	B004VP3KHK	671097978	2:46: Aftershocks: Stories from the Japan Earthquake	Digital_Ebook_Purchase	4	0	0	N	Y	Disaster in Japan	The most touching stories are from the actual victims of the distaster. It was a heart breaking tragedy. It reminds me to be thankful each and every day for my family. So many mothers, fathers, wives, husbands, sons and daughters are looking for and/or greiving for loved ones. Thank you for the book.	2012-11-13
US	47978939	R20YPA48D7DE00	B0089EHO7Q	609479322	NYPD Red	Digital_Ebook_Purchase	4	0	0	N	Y	Left me wanting more...	NYPD Red weaves a complex and charged crime story with all the usual brought-to-life personalities and personal relationships I expect from Patterson. With so many unresolved personal dimensions and story lines to unfold, the stage is set for the next in what I hope is a new series.	2012-11-13
US	11455654	R2R0NJJK3P2NTI	B007JCKG2E	990337266	Balanced On The Edge	Digital_Ebook_Purchase	5	2	2	N	Y	A novel for art lovers	This poignant coming of age story is not only extremely well told, it is a tribute to the resilience of human beings in very challenging circumstances.  But the big bonus here is the collection of illustrations by this gifted author. A unique portfolio of original jewel-like collages by the author makes this book a treasure.	2012-11-08
US	39096697	R2U71UWYFG37DJ	B0086WXN3U	339912101	Her Minnesota Man (A Christian Romance Novel)	Digital_Ebook_Purchase	5	0	0	N	Y	Great Story	Her Minnesota Man is very well written and most people will be able to identify with the characters' struggles between faith vs the world.  It is an easy read and very heartwarming.  I highly recommend it.	2012-11-08
US	46521324	R2UBWIBLN6WKDT	B0089EHO7Q	609479322	NYPD Red	Digital_Ebook_Purchase	5	0	0	N	Y	NYPD Red	Awesome read..I enjoyed the interaction between the characters. Patterson has created another hit. I cannot wait for next book to see what Patterson does with this team.	2012-10-31
US	39539795	RV084GTRS7O5L	B007NLMGOM	885567267	Secrets of Modern Tantra: How to Empower Your Love, Sex, Creative and Spiritual Life	Digital_Ebook_Purchase	5	3	3	N	Y	Interesting Concept and Practice	This is a well written book. It appears to have been edited and reviewed well.<br />The author discusses much of the topic of yoga, the energy centers, and the concept of modern mantra.<br />The author provides exercises and practices to help learn and understand the concepts.<br />One of the exercises has to do with improving your breathing to improve your overall health.<br />I recommend this book.	2012-10-29
US	19583813	R3TG9DET9UTQPV	B009XIQVWQ	209308173	Take Me (One Night with Sole Regret series Book 3)	Digital_Ebook_Purchase	5	4	5	N	Y	Take me... HOME!!!	"This third installment of the \\\\\"Sole Regret\\\\\" Series is the best so far. The quality of this series just keeps getting better and better, mind you, it started out very good but it keeps improving at an unexpected pace.<br />Olivia Cunning is a master of the Rockstar fantasy, creating the perfect scenarios, characters, dialogues and passions. She certainly has a way with words that never fall flat, bringing to life the fantasies of a rock fan.<br /><br />We've come to know all the members of the band \\\\\"Sole Regret\\\\\" through the first two stories, but now we get to really meet in depth the vocalist Shade, I mean, Jacob. Like two sides of the same coin, our hero has two names, stage and life. Always hiding behind dark glasses, Shade is \\\\\"never going to fall, but never hard to catch\\\\\" like My Darkest Days sings it. So, your average jerk.<br />Jacob... well, he's a complete different story, isn't he?<br /><br />I don't want to reveal any more about the characters or their story. This novella is just such a treat that everybody deserves to dive in as freshly as possible and thoroughly enjoy it as I have.<br /><br />My biggest issue with this book is that ended way too soon although the story is not over. The author can do a lot with the premises set here. I would encourage her to keep exploring and write a full book.<br /><br />This story could go so many ways from the point it finishes... I wonder how everything would develop on the long run for all the parts involved. Yes, this is the intensity of the story, it grips you and doesn't let go even after you've finished reading.<br /><br />Remarks:<br />- Engaging characters<br />- Steaming hot erotic scenes<br />- Recommended soundtrack by the author: \\\\\"Angel\\\\\" & \\\\\"I don't wanna miss a thing\\\\\" by Aerosmith, \\\\\"Walking on Sunshine\\\\\" by Katrina and the Waves.<br /><br />Although this is a review of the 3rd book I highly encourage everybody to read the first two books too. Not only they are very affordable, they are incredible good as well.l."	2012-10-28
